Div;Date;HomeTeam;AwayTeam;home_eff;goals;FTR
1;25-10-2014;Cordoba;Real Sociedad;1;1;D
1;25-10-2014;Eibar;Granada;1;1;D
1;25-10-2014;Real Madrid;Barcelona;1;3;H
1;25-10-2014;Valencia;Elche;1;3;H
1;26-10-2014;Espanyol;Deportivo de la Coruña;1;0;D
1;26-10-2014;Getafe;Atlético de Madrid;1;0;A
1;26-10-2014;Málaga;Rayo Vallecano;1;4;H
1;26-10-2014;Sevilla;Villarreal;1;2;H
1;31-10-2014;Deportivo de la Coruña;Getafe;1;1;A
1;01-11-2014;Atlético de Madrid;Cordoba;1;4;H
1;01-11-2014;Barcelona;Celta;1;0;A
1;01-11-2014;Granada;Real Madrid;1;0;A
1;01-11-2014;Real Sociedad;Málaga;1;0;A
1;02-11-2014;Athletic de Bilbao;Sevilla;1;1;H
1;02-11-2014;Elche;Espanyol;1;2;H
1;02-11-2014;Levante;Almeria;1;2;H
1;02-11-2014;Villarreal;Valencia;1;1;A
1;03-11-2014;Rayo Vallecano;Eibar;1;2;A
1;07-11-2014;Cordoba;Deportivo de la Coruña;1;0;D
1;08-11-2014;Almeria;Barcelona;1;1;A
1;08-11-2014;Celta;Granada;1;0;D
1;08-11-2014;Getafe;Elche;1;0;D
1;08-11-2014;Málaga;Eibar;1;2;H
1;08-11-2014;Real Madrid;Rayo Vallecano;1;5;H
1;09-11-2014;Espanyol;Villarreal;1;1;D
1;09-11-2014;Sevilla;Levante;1;1;D
1;09-11-2014;Real Sociedad;Atlético de Madrid;1;2;H
1;09-11-2014;Valencia;Athletic de Bilbao;1;0;D
1;21-11-2014;Athletic de Bilbao;Espanyol;1;3;H
1;22-11-2014;Atlético de Madrid;Málaga;1;3;H
1;22-11-2014;Barcelona;Sevilla;1;5;H
1;22-11-2014;Eibar;Real Madrid;1;0;A
1;22-11-2014;Deportivo de la Coruña;Real Sociedad;1;0;D
1;23-11-2014;Elche;Cordoba;1;2;D
1;23-11-2014;Levante;Valencia;1;2;H
1;23-11-2014;Rayo Vallecano;Celta;1;1;H
1;23-11-2014;Villarreal;Getafe;1;2;H
1;24-11-2014;Granada;Almeria;1;0;D
1;28-11-2014;Real Sociedad;Elche;1;3;H
1;29-11-2014;Celta;Eibar;1;0;A
1;29-11-2014;Espanyol;Levante;1;2;H
1;29-11-2014;Getafe;Athletic de Bilbao;1;1;A
1;29-11-2014;Málaga;Real Madrid;1;1;A
1;30-11-2014;Atlético de Madrid;Deportivo de la Coruña;1;2;H
1;30-11-2014;Cordoba;Villarreal;1;0;A
1;30-11-2014;Sevilla;Granada;1;5;H
1;30-11-2014;Valencia;Barcelona;1;0;A
1;01-12-2014;Almeria;Rayo Vallecano;1;0;A
1;06-12-2014;Athletic de Bilbao;Cordoba;1;0;A
1;06-12-2014;Elche;Atlético de Madrid;1;0;A
1;06-12-2014;Deportivo de la Coruña;Málaga;1;0;A
1;06-12-2014;Real Madrid;Celta;1;3;H
1;07-12-2014;Barcelona;Espanyol;1;5;H
1;07-12-2014;Granada;Valencia;1;1;D
1;07-12-2014;Rayo Vallecano;Sevilla;1;0;A
1;07-12-2014;Villarreal;Real Sociedad;1;4;H
1;08-12-2014;Eibar;Almeria;1;5;H
1;08-12-2014;Levante;Getafe;1;1;D
1;12-12-2014;Almeria;Real Madrid;1;1;A
1;13-12-2014;Cordoba;Levante;1;0;D
1;13-12-2014;Getafe;Barcelona;1;0;D
1;13-12-2014;Málaga;Celta;1;1;H
1;13-12-2014;Valencia;Rayo Vallecano;1;3;H
1;14-12-2014;Atlético de Madrid;Villarreal;1;0;A
1;14-12-2014;Espanyol;Granada;1;2;H
1;14-12-2014;Sevilla;Eibar;1;0;D
1;14-12-2014;Real Sociedad;Athletic de Bilbao;1;1;D
1;15-12-2014;Deportivo de la Coruña;Elche;1;1;H
1;19-12-2014;Celta;Almeria;1;0;A
1;20-12-2014;Barcelona;Cordoba;1;5;H
1;20-12-2014;Eibar;Valencia;1;0;A
1;20-12-2014;Levante;Real Sociedad;1;1;D
1;20-12-2014;Rayo Vallecano;Espanyol;1;1;A
1;21-12-2014;Athletic de Bilbao;Atlético de Madrid;1;1;A
1;21-12-2014;Elche;Málaga;1;1;A
1;21-12-2014;Granada;Getafe;1;1;D
1;21-12-2014;Villarreal;Deportivo de la Coruña;1;3;H
1;03-01-2015;Atlético de Madrid;Levante;1;3;H
1;03-01-2015;Elche;Villarreal;1;2;D
1;03-01-2015;Deportivo de la Coruña;Athletic de Bilbao;1;1;H
1;03-01-2015;Málaga;Almeria;1;1;A
1;03-01-2015;Sevilla;Celta;1;1;H
1;04-01-2015;Espanyol;Eibar;1;1;A
1;04-01-2015;Getafe;Rayo Vallecano;1;1;A
1;04-01-2015;Real Sociedad;Barcelona;1;1;H
1;04-01-2015;Valencia;Real Madrid;1;2;H
1;05-01-2015;Cordoba;Granada;1;2;H
1;09-01-2015;Levante;Deportivo de la Coruña;1;0;D
1;10-01-2015;Celta;Valencia;1;1;D
1;10-01-2015;Eibar;Getafe;1;2;H
1;10-01-2015;Málaga;Villarreal;1;1;D
1;10-01-2015;Real Madrid;Espanyol;1;3;H
1;11-01-2015;Almeria;Sevilla;1;0;A
1;11-01-2015;Athletic de Bilbao;Elche;1;1;A
1;11-01-2015;Barcelona;Atlético de Madrid;1;3;H
1;11-01-2015;Granada;Real Sociedad;1;1;D
1;12-01-2015;Rayo Vallecano;Cordoba;1;0;A
1;16-01-2015;Cordoba;Eibar;1;1;D
1;17-01-2015;Espanyol;Celta;1;1;H
1;17-01-2015;Real Sociedad;Rayo Vallecano;1;0;A
1;17-01-2015;Valencia;Almeria;1;3;H
1;17-01-2015;Villarreal;Athletic de Bilbao;1;2;H
1;18-01-2015;Atlético de Madrid;Granada;1;2;H
1;18-01-2015;Elche;Levante;1;1;H
1;18-01-2015;Getafe;Real Madrid;1;0;A
1;18-01-2015;Deportivo de la Coruña;Barcelona;1;0;A
1;18-01-2015;Sevilla;Málaga;1;2;H
1;24-01-2015;Atlético de Madrid;Rayo Vallecano;1;3;H
1;24-01-2015;Cordoba;Real Madrid;1;1;A
1;24-01-2015;Elche;Barcelona;1;0;A
1;24-01-2015;Real Sociedad;Eibar;1;1;H
1;24-01-2015;Villarreal;Levante;1;1;H
1;25-01-2015;Athletic de Bilbao;Málaga;1;1;D
1;25-01-2015;Espanyol;Almeria;1;3;H
1;25-01-2015;Deportivo de la Coruña;Granada;1;2;D
1;25-01-2015;Valencia;Sevilla;1;3;H
1;26-01-2015;Getafe;Celta;1;2;H
1;30-01-2015;Rayo Vallecano;Deportivo de la Coruña;1;1;A
1;31-01-2015;Celta;Cordoba;1;1;H
1;31-01-2015;Eibar;Atlético de Madrid;1;1;A
1;31-01-2015;Granada;Elche;1;1;H
1;31-01-2015;Real Madrid;Real Sociedad;1;4;H
1;01-02-2015;Almeria;Getafe;1;1;H
1;01-02-2015;Barcelona;Villarreal;1;3;H
1;01-02-2015;Levante;Athletic de Bilbao;1;0;A
1;01-02-2015;Sevilla;Espanyol;1;3;H
1;02-02-2015;Málaga;Valencia;1;1;H
1;04-02-2015;Real Madrid;Sevilla;1;2;H
1;06-02-2015;Deportivo de la Coruña;Eibar;1;2;H
1;07-02-2015;Atlético de Madrid;Real Madrid;1;4;H
1;07-02-2015;Levante;Málaga;1;4;H
1;07-02-2015;Real Sociedad;Celta;1;1;D
1;07-02-2015;Villarreal;Granada;1;2;H
1;08-02-2015;Athletic de Bilbao;Barcelona;1;2;A
1;08-02-2015;Cordoba;Almeria;1;1;A
1;08-02-2015;Espanyol;Valencia;1;1;A
1;08-02-2015;Getafe;Sevilla;1;2;H
1;09-02-2015;Elche;Rayo Vallecano;1;2;H
1;13-02-2015;Almeria;Real Sociedad;1;2;D
1;14-02-2015;Granada;Athletic de Bilbao;1;0;D
1;14-02-2015;Málaga;Espanyol;1;0;A
1;14-02-2015;Real Madrid;Deportivo de la Coruña;1;2;H
1;14-02-2015;Sevilla;Cordoba;1;3;H
1;15-02-2015;Barcelona;Levante;1;5;H
1;15-02-2015;Celta;Atlético de Madrid;1;2;H
1;15-02-2015;Valencia;Getafe;1;1;H
1;15-02-2015;Rayo Vallecano;Villarreal;1;2;H
1;16-02-2015;Eibar;Elche;1;0;A
1;20-02-2015;Getafe;Espanyol;1;2;H
1;21-02-2015;Atlético de Madrid;Almeria;1;3;H
1;21-02-2015;Barcelona;Málaga;1;0;A
1;21-02-2015;Cordoba;Valencia;1;1;A
1;21-02-2015;Deportivo de la Coruña;Celta;1;0;A
1;22-02-2015;Athletic de Bilbao;Rayo Vallecano;1;1;H
1;22-02-2015;Elche;Real Madrid;1;0;A
1;22-02-2015;Real Sociedad;Sevilla;1;4;H
1;22-02-2015;Villarreal;Eibar;1;1;H
1;23-02-2015;Levante;Granada;1;2;H
1;27-02-2015;Espanyol;Cordoba;1;1;H
1;28-02-2015;Almeria;Deportivo de la Coruña;1;0;D
1;28-02-2015;Granada;Barcelona;1;1;A
1;28-02-2015;Málaga;Getafe;1;3;H
1;28-02-2015;Rayo Vallecano;Levante;1;4;H
1;01-03-2015;Eibar;Athletic de Bilbao;1;0;A
1;01-03-2015;Real Madrid;Villarreal;1;1;D
1;01-03-2015;Sevilla;Atlético de Madrid;1;0;D
1;01-03-2015;Valencia;Real Sociedad;1;2;H
1;02-03-2015;Celta;Elche;1;1;D
1;06-03-2015;Levante;Eibar;1;2;H
1;07-03-2015;Athletic de Bilbao;Real Madrid;1;1;H
1;07-03-2015;Elche;Almeria;1;1;H
1;07-03-2015;Granada;Málaga;1;1;H
1;07-03-2015;Deportivo de la Coruña;Sevilla;1;3;A
1;08-03-2015;Atlético de Madrid;Valencia;1;1;D
1;08-03-2015;Barcelona;Rayo Vallecano;1;6;H
1;08-03-2015;Real Sociedad;Espanyol;1;1;H
1;08-03-2015;Villarreal;Celta;1;4;H
1;09-03-2015;Cordoba;Getafe;1;1;A
1;13-03-2015;Valencia;Deportivo de la Coruña;1;2;H
1;14-03-2015;Celta;Athletic de Bilbao;1;1;A
1;14-03-2015;Eibar;Barcelona;1;0;A
1;14-03-2015;Espanyol;Atlético de Madrid;1;0;D
1;14-03-2015;Rayo Vallecano;Granada;1;3;H
1;15-03-2015;Almeria;Villarreal;1;0;D
1;15-03-2015;Málaga;Cordoba;1;2;H
1;15-03-2015;Real Madrid;Levante;1;2;H
1;15-03-2015;Sevilla;Elche;1;3;H
1;16-03-2015;Getafe;Real Sociedad;1;0;A
1;20-03-2015;Elche;Valencia;1;0;A
1;21-03-2015;Athletic de Bilbao;Almeria;1;2;H
1;21-03-2015;Atlético de Madrid;Getafe;1;2;H
1;21-03-2015;Granada;Eibar;1;0;D
1;21-03-2015;Levante;Celta;1;0;A
1;21-03-2015;Rayo Vallecano;Málaga;1;1;H
1;22-03-2015;Barcelona;Real Madrid;1;2;H
1;22-03-2015;Deportivo de la Coruña;Espanyol;1;0;D
1;22-03-2015;Real Sociedad;Cordoba;1;3;H
1;22-03-2015;Villarreal;Sevilla;1;0;A
1;03-04-2015;Eibar;Rayo Vallecano;1;1;A
1;04-04-2015;Almeria;Levante;1;1;A
1;04-04-2015;Cordoba;Atlético de Madrid;1;0;A
1;04-04-2015;Málaga;Real Sociedad;1;1;D
1;04-04-2015;Sevilla;Athletic de Bilbao;1;2;H
1;05-04-2015;Celta;Barcelona;1;0;A
1;05-04-2015;Getafe;Deportivo de la Coruña;1;2;H
1;05-04-2015;Real Madrid;Granada;1;9;H
1;05-04-2015;Valencia;Villarreal;1;0;D
1;06-04-2015;Espanyol;Elche;1;1;D
1;07-04-2015;Atlético de Madrid;Real Sociedad;1;2;H
1;07-04-2015;Eibar;Málaga;1;1;H
1;07-04-2015;Levante;Sevilla;1;1;A
1;08-04-2015;Barcelona;Almeria;1;4;H
1;08-04-2015;Granada;Celta;1;1;D
1;08-04-2015;Deportivo de la Coruña;Cordoba;1;1;D
1;08-04-2015;Rayo Vallecano;Real Madrid;1;0;A
1;09-04-2015;Athletic de Bilbao;Valencia;1;1;D
1;09-04-2015;Elche;Getafe;1;0;A
1;09-04-2015;Villarreal;Espanyol;1;0;A
1;11-04-2015;Almeria;Granada;1;3;H
1;11-04-2015;Celta;Rayo Vallecano;1;6;H
1;11-04-2015;Málaga;Atlético de Madrid;1;2;D
1;11-04-2015;Real Madrid;Eibar;1;3;H
1;11-04-2015;Sevilla;Barcelona;1;2;D
1;12-04-2015;Cordoba;Elche;1;0;A
1;12-04-2015;Espanyol;Athletic de Bilbao;1;1;H
1;12-04-2015;Getafe;Villarreal;1;1;D
1;12-04-2015;Real Sociedad;Deportivo de la Coruña;1;2;D
1;13-04-2015;Valencia;Levante;1;3;H
1;17-04-2015;Levante;Espanyol;1;2;D
1;18-04-2015;Athletic de Bilbao;Getafe;1;4;H
1;18-04-2015;Barcelona;Valencia;1;2;H
1;18-04-2015;Deportivo de la Coruña;Atlético de Madrid;1;1;A
1;18-04-2015;Real Madrid;Málaga;1;3;H
1;19-04-2015;Eibar;Celta;1;0;A
1;19-04-2015;Granada;Sevilla;1;1;D
1;19-04-2015;Rayo Vallecano;Almeria;1;2;H
1;19-04-2015;Villarreal;Cordoba;1;0;D
1;20-04-2015;Elche;Real Sociedad;1;1;H
1;24-04-2015;Cordoba;Athletic de Bilbao;1;0;A
1;25-04-2015;Atlético de Madrid;Elche;1;3;H
1;25-04-2015;Espanyol;Barcelona;1;0;A
1;25-04-2015;Getafe;Levante;1;0;A
1;25-04-2015;Real Sociedad;Villarreal;1;0;D
1;26-04-2015;Almeria;Eibar;1;2;H
1;26-04-2015;Celta;Real Madrid;1;2;A
1;26-04-2015;Málaga;Deportivo de la Coruña;1;1;D
1;26-04-2015;Sevilla;Rayo Vallecano;1;2;H
1;27-04-2015;Valencia;Granada;1;4;H
1;28-04-2015;Athletic de Bilbao;Real Sociedad;1;1;D
1;28-04-2015;Barcelona;Getafe;1;6;H
1;28-04-2015;Levante;Cordoba;1;1;H
1;29-04-2015;Celta;Málaga;1;1;H
1;29-04-2015;Eibar;Sevilla;1;1;A
1;29-04-2015;Elche;Deportivo de la Coruña;1;4;H
1;29-04-2015;Real Madrid;Almeria;1;3;H
1;29-04-2015;Villarreal;Atlético de Madrid;1;0;A
1;30-04-2015;Granada;Espanyol;1;1;A
1;30-04-2015;Rayo Vallecano;Valencia;1;1;D
1;01-05-2015;Real Sociedad;Levante;1;3;H
1;02-05-2015;Atlético de Madrid;Athletic de Bilbao;1;0;D
1;02-05-2015;Cordoba;Barcelona;1;0;A
1;02-05-2015;Deportivo de la Coruña;Villarreal;1;1;D
1;02-05-2015;Sevilla;Real Madrid;1;2;A
1;03-05-2015;Espanyol;Rayo Vallecano;1;1;D
1;03-05-2015;Getafe;Granada;1;1;A
1;03-05-2015;Málaga;Elche;1;1;A
1;03-05-2015;Valencia;Eibar;1;3;H
1;04-05-2015;Almeria;Celta;1;2;D
1;08-05-2015;Eibar;Espanyol;1;0;A
1;09-05-2015;Athletic de Bilbao;Deportivo de la Coruña;1;1;D
1;09-05-2015;Barcelona;Real Sociedad;1;2;H
1;09-05-2015;Granada;Cordoba;1;2;H
1;09-05-2015;Real Madrid;Valencia;1;2;D
1;10-05-2015;Almeria;Málaga;1;1;A
1;10-05-2015;Celta;Sevilla;1;1;D
1;10-05-2015;Levante;Atlético de Madrid;1;2;D
1;10-05-2015;Villarreal;Elche;1;1;H
1;11-05-2015;Rayo Vallecano;Getafe;1;2;H
1;17-05-2015;Atlético de Madrid;Barcelona;1;0;A
1;17-05-2015;Cordoba;Rayo Vallecano;1;1;A
1;17-05-2015;Elche;Athletic de Bilbao;1;2;A
1;17-05-2015;Espanyol;Real Madrid;1;1;A
1;17-05-2015;Getafe;Eibar;1;1;D
1;17-05-2015;Deportivo de la Coruña;Levante;1;2;H
1;17-05-2015;Sevilla;Almeria;1;2;H
1;17-05-2015;Real Sociedad;Granada;1;0;A
1;17-05-2015;Valencia;Celta;1;1;D
1;17-05-2015;Villarreal;Málaga;1;2;H
1;23-05-2015;Almeria;Valencia;1;2;A
1;23-05-2015;Athletic de Bilbao;Villarreal;1;4;H
1;23-05-2015;Barcelona;Deportivo de la Coruña;1;2;D
1;23-05-2015;Celta;Espanyol;1;3;H
1;23-05-2015;Eibar;Cordoba;1;3;H
1;23-05-2015;Granada;Atlético de Madrid;1;0;D
1;23-05-2015;Levante;Elche;1;0;D
1;23-05-2015;Málaga;Sevilla;1;2;A
1;23-05-2015;Real Madrid;Getafe;1;7;H
1;23-05-2015;Rayo Vallecano;Real Sociedad;1;2;A
1;23-08-2014;Espanyol;Almeria;0;1;D
1;23-08-2014;Deportivo de la Coruña;Granada;0;1;H
1;23-08-2014;Athletic de Bilbao;Málaga;0;0;H
1;23-08-2014;Valencia;Sevilla;0;1;D
1;24-08-2014;Elche;Barcelona;0;0;H
1;24-08-2014;Getafe;Celta;0;1;H
1;24-08-2014;Real Sociedad;Eibar;0;0;H
1;24-08-2014;Villarreal;Levante;0;2;A
1;25-08-2014;Cordoba;Real Madrid;0;0;H
1;25-08-2014;Atlético de Madrid;Rayo Vallecano;0;0;D
1;29-08-2014;Almeria;Getafe;0;0;H
1;29-08-2014;Málaga;Valencia;0;0;H
1;30-08-2014;Levante;Athletic de Bilbao;0;0;H
1;30-08-2014;Eibar;Atlético de Madrid;0;1;H
1;30-08-2014;Celta;Cordoba;0;1;D
1;30-08-2014;Sevilla;Espanyol;0;2;A
1;31-08-2014;Granada;Elche;0;1;D
1;31-08-2014;Rayo Vallecano;Deportivo de la Coruña;0;2;D
1;31-08-2014;Real Madrid;Real Sociedad;0;2;H
1;31-08-2014;Barcelona;Villarreal;0;1;A
1;12-09-2014;Cordoba;Almeria;0;1;D
1;13-09-2014;Athletic de Bilbao;Barcelona;0;0;H
1;13-09-2014;Real Sociedad;Celta;0;2;D
1;13-09-2014;Levante;Málaga;0;0;D
1;13-09-2014;Atlético de Madrid;Real Madrid;0;2;A
1;14-09-2014;Villarreal;Granada;0;0;D
1;14-09-2014;Getafe;Sevilla;0;0;H
1;14-09-2014;Espanyol;Valencia;0;1;H
1;14-09-2014;Elche;Rayo Vallecano;0;3;A
1;15-09-2014;Deportivo de la Coruña;Eibar;0;1;A
1;19-09-2014;Eibar;Elche;0;2;A
1;20-09-2014;Granada;Athletic de Bilbao;0;1;A
1;20-09-2014;Celta;Atlético de Madrid;0;2;D
1;20-09-2014;Málaga;Espanyol;0;2;D
1;20-09-2014;Real Madrid;Deportivo de la Coruña;0;8;A
1;21-09-2014;Sevilla;Cordoba;0;3;A
1;21-09-2014;Barcelona;Levante;0;5;A
1;21-09-2014;Almeria;Real Sociedad;0;2;A
1;21-09-2014;Rayo Vallecano;Villarreal;0;2;H
1;22-09-2014;Valencia;Getafe;0;3;A
1;23-09-2014;Deportivo de la Coruña;Celta;0;1;H
1;23-09-2014;Elche;Real Madrid;0;1;H
1;24-09-2014;Atlético de Madrid;Almeria;0;1;A
1;24-09-2014;Villarreal;Eibar;0;1;D
1;24-09-2014;Levante;Granada;0;1;A
1;24-09-2014;Barcelona;Málaga;0;0;D
1;24-09-2014;Real Sociedad;Sevilla;0;0;H
1;24-09-2014;Athletic de Bilbao;Rayo Vallecano;0;1;H
1;25-09-2014;Getafe;Espanyol;0;0;H
1;25-09-2014;Cordoba;Valencia;0;0;H
1;26-09-2014;Celta;Elche;0;1;A
1;27-09-2014;Eibar;Athletic de Bilbao;0;0;D
1;27-09-2014;Sevilla;Atlético de Madrid;0;0;H
1;27-09-2014;Granada;Barcelona;0;0;H
1;27-09-2014;Rayo Vallecano;Levante;0;2;A
1;27-09-2014;Real Madrid;Villarreal;0;2;A
1;28-09-2014;Espanyol;Cordoba;0;0;D
1;28-09-2014;Málaga;Getafe;0;0;H
1;28-09-2014;Almeria;Deportivo de la Coruña;0;1;A
1;28-09-2014;Valencia;Real Sociedad;0;1;D
1;03-10-2014;Cordoba;Getafe;0;1;D
1;04-10-2014;Elche;Almeria;0;2;D
1;04-10-2014;Levante;Eibar;0;3;D
1;04-10-2014;Granada;Málaga;0;1;H
1;04-10-2014;Atlético de Madrid;Valencia;0;1;H
1;04-10-2014;Barcelona;Rayo Vallecano;0;2;A
1;05-10-2014;Villarreal;Celta;0;3;A
1;05-10-2014;Real Sociedad;Espanyol;0;0;H
1;05-10-2014;Athletic de Bilbao;Real Madrid;0;0;H
1;05-10-2014;Deportivo de la Coruña;Sevilla;0;1;H
1;17-10-2014;Rayo Vallecano;Granada;0;1;A
1;18-10-2014;Celta;Athletic de Bilbao;0;1;D
1;18-10-2014;Eibar;Barcelona;0;0;H
1;18-10-2014;Málaga;Cordoba;0;2;A
1;18-10-2014;Real Madrid;Levante;0;5;A
1;19-10-2014;Espanyol;Atlético de Madrid;0;0;H
1;19-10-2014;Sevilla;Elche;0;2;A
1;19-10-2014;Valencia;Deportivo de la Coruña;0;0;H
1;19-10-2014;Almeria;Villarreal;0;0;H
1;20-10-2014;Getafe;Real Sociedad;0;2;A
1;24-10-2014;Levante;Celta;0;0;H
1;25-10-2014;Athletic de Bilbao;Almeria;0;1;A
1;25-10-2014;Real Sociedad;Cordoba;0;1;D
1;25-10-2014;Granada;Eibar;0;1;D
1;25-10-2014;Barcelona;Real Madrid;0;1;H
1;25-10-2014;Elche;Valencia;0;1;H
1;26-10-2014;Deportivo de la Coruña;Espanyol;0;0;D
1;26-10-2014;Atlético de Madrid;Getafe;0;1;A
1;26-10-2014;Rayo Vallecano;Málaga;0;0;H
1;26-10-2014;Villarreal;Sevilla;0;1;H
1;31-10-2014;Getafe;Deportivo de la Coruña;0;2;A
1;01-11-2014;Cordoba;Atlético de Madrid;0;2;H
1;01-11-2014;Celta;Barcelona;0;1;A
1;01-11-2014;Real Madrid;Granada;0;4;A
1;01-11-2014;Málaga;Real Sociedad;0;1;A
1;02-11-2014;Sevilla;Athletic de Bilbao;0;0;H
1;02-11-2014;Espanyol;Elche;0;1;H
1;02-11-2014;Almeria;Levante;0;1;H
1;02-11-2014;Valencia;Villarreal;0;3;A
1;03-11-2014;Eibar;Rayo Vallecano;0;3;A
1;07-11-2014;Deportivo de la Coruña;Cordoba;0;0;D
1;08-11-2014;Barcelona;Almeria;0;2;A
1;08-11-2014;Granada;Celta;0;0;D
1;08-11-2014;Elche;Getafe;0;0;D
1;08-11-2014;Eibar;Málaga;0;1;H
1;08-11-2014;Rayo Vallecano;Real Madrid;0;1;H
1;09-11-2014;Villarreal;Espanyol;0;1;D
1;09-11-2014;Levante;Sevilla;0;1;D
1;09-11-2014;Atlético de Madrid;Real Sociedad;0;1;H
1;09-11-2014;Athletic de Bilbao;Valencia;0;0;D
1;21-11-2014;Espanyol;Athletic de Bilbao;0;1;H
1;22-11-2014;Málaga;Atlético de Madrid;0;1;H
1;22-11-2014;Sevilla;Barcelona;0;1;H
1;22-11-2014;Real Madrid;Eibar;0;4;A
1;22-11-2014;Real Sociedad;Deportivo de la Coruña;0;0;D
1;23-11-2014;Cordoba;Elche;0;2;D
1;23-11-2014;Valencia;Levante;0;1;H
1;23-11-2014;Celta;Rayo Vallecano;0;0;H
1;23-11-2014;Getafe;Villarreal;0;1;H
1;24-11-2014;Almeria;Granada;0;0;D
1;28-11-2014;Elche;Real Sociedad;0;0;H
1;29-11-2014;Eibar;Celta;0;1;A
1;29-11-2014;Levante;Espanyol;0;1;H
1;29-11-2014;Athletic de Bilbao;Getafe;0;2;A
1;29-11-2014;Real Madrid;Málaga;0;2;A
1;30-11-2014;Deportivo de la Coruña;Atlético de Madrid;0;0;H
1;30-11-2014;Villarreal;Cordoba;0;2;A
1;30-11-2014;Granada;Sevilla;0;1;H
1;30-11-2014;Barcelona;Valencia;0;1;A
1;01-12-2014;Rayo Vallecano;Almeria;0;1;A
1;06-12-2014;Cordoba;Athletic de Bilbao;0;1;A
1;06-12-2014;Atlético de Madrid;Elche;0;2;A
1;06-12-2014;Málaga;Deportivo de la Coruña;0;1;A
1;06-12-2014;Celta;Real Madrid;0;0;H
1;07-12-2014;Espanyol;Barcelona;0;1;H
1;07-12-2014;Valencia;Granada;0;1;D
1;07-12-2014;Sevilla;Rayo Vallecano;0;1;A
1;07-12-2014;Real Sociedad;Villarreal;0;0;H
1;08-12-2014;Almeria;Eibar;0;2;H
1;08-12-2014;Getafe;Levante;0;1;D
1;12-12-2014;Real Madrid;Almeria;0;4;A
1;13-12-2014;Levante;Cordoba;0;0;D
1;13-12-2014;Barcelona;Getafe;0;0;D
1;13-12-2014;Celta;Málaga;0;0;H
1;13-12-2014;Rayo Vallecano;Valencia;0;0;H
1;14-12-2014;Villarreal;Atlético de Madrid;0;1;A
1;14-12-2014;Granada;Espanyol;0;1;H
1;14-12-2014;Eibar;Sevilla;0;0;D
1;14-12-2014;Athletic de Bilbao;Real Sociedad;0;1;D
1;15-12-2014;Elche;Deportivo de la Coruña;0;0;H
1;19-12-2014;Almeria;Celta;0;1;A
1;20-12-2014;Cordoba;Barcelona;0;0;H
1;20-12-2014;Valencia;Eibar;0;1;A
1;20-12-2014;Real Sociedad;Levante;0;1;D
1;20-12-2014;Espanyol;Rayo Vallecano;0;3;A
1;21-12-2014;Atlético de Madrid;Athletic de Bilbao;0;4;A
1;21-12-2014;Málaga;Elche;0;2;A
1;21-12-2014;Getafe;Granada;0;1;D
1;21-12-2014;Deportivo de la Coruña;Villarreal;0;0;H
1;03-01-2015;Levante;Atlético de Madrid;0;1;H
1;03-01-2015;Villarreal;Elche;0;2;D
1;03-01-2015;Athletic de Bilbao;Deportivo de la Coruña;0;0;H
1;03-01-2015;Almeria;Málaga;0;2;A
1;03-01-2015;Celta;Sevilla;0;0;H
1;04-01-2015;Eibar;Espanyol;0;2;A
1;04-01-2015;Rayo Vallecano;Getafe;0;2;A
1;04-01-2015;Barcelona;Real Sociedad;0;0;H
1;04-01-2015;Real Madrid;Valencia;0;1;H
1;05-01-2015;Granada;Cordoba;0;0;H
1;09-01-2015;Deportivo de la Coruña;Levante;0;0;D
1;10-01-2015;Valencia;Celta;0;1;D
1;10-01-2015;Getafe;Eibar;0;1;H
1;10-01-2015;Villarreal;Málaga;0;1;D
1;10-01-2015;Espanyol;Real Madrid;0;0;H
1;11-01-2015;Sevilla;Almeria;0;2;A
1;11-01-2015;Elche;Athletic de Bilbao;0;2;A
1;11-01-2015;Atlético de Madrid;Barcelona;0;1;H
1;11-01-2015;Real Sociedad;Granada;0;1;D
1;12-01-2015;Cordoba;Rayo Vallecano;0;1;A
1;16-01-2015;Eibar;Cordoba;0;1;D
1;17-01-2015;Celta;Espanyol;0;0;H
1;17-01-2015;Rayo Vallecano;Real Sociedad;0;1;A
1;17-01-2015;Almeria;Valencia;0;2;H
1;17-01-2015;Athletic de Bilbao;Villarreal;0;0;H
1;18-01-2015;Granada;Atlético de Madrid;0;0;H
1;18-01-2015;Levante;Elche;0;0;H
1;18-01-2015;Real Madrid;Getafe;0;3;A
1;18-01-2015;Barcelona;Deportivo de la Coruña;0;4;A
1;18-01-2015;Málaga;Sevilla;0;0;H
1;24-01-2015;Rayo Vallecano;Atlético de Madrid;0;1;H
1;24-01-2015;Real Madrid;Cordoba;0;2;A
1;24-01-2015;Barcelona;Elche;0;6;A
1;24-01-2015;Eibar;Real Sociedad;0;0;H
1;24-01-2015;Levante;Villarreal;0;0;H
1;25-01-2015;Málaga;Athletic de Bilbao;0;1;D
1;25-01-2015;Almeria;Espanyol;0;0;H
1;25-01-2015;Granada;Deportivo de la Coruña;0;2;D
1;25-01-2015;Sevilla;Valencia;0;1;H
1;26-01-2015;Celta;Getafe;0;1;H
1;30-01-2015;Deportivo de la Coruña;Rayo Vallecano;0;2;A
1;31-01-2015;Cordoba;Celta;0;0;H
1;31-01-2015;Atlético de Madrid;Eibar;0;3;A
